,r-i,g-r,afterExp
71,-0.1490612030029297,-0.2993927001953125,6.047656249999999
72,-0.1194000244140625,-0.2996559143066406,7.047656249999999
73,-0.43563079833984375,0.6704025268554688,-0.22500000000000142
74,-0.4303150177001953,0.6776618957519531,0.7749999999999986
75,-0.3428001403808594,0.4827384948730469,1.7749999999999986
76,-0.21043968200683594,0.2176380157470703,2.7749999999999986
77,-0.12931251525878906,0.0673980712890625,3.7749999999999986
78,-0.07997322082519531,-0.017755508422851562,4.774999999999999
79,-0.05400848388671875,-0.06909751892089844,5.774999999999999
80,-0.04666709899902344,-0.10000991821289062,6.774999999999999
81,-0.70672607421875,1.5443077087402344,0.21640624999999858
82,-0.6074676513671875,1.1865081787109375,1.2164062499999986
83,-0.40047645568847656,0.6351356506347656,2.2164062499999986
84,-0.21789932250976562,0.2288799285888672,3.2164062499999986
85,-0.12112617492675781,0.04454994201660156,4.216406249999999
86,-0.06795692443847656,-0.05183219909667969,5.216406249999999
87,-0.04541778564453125,-0.10730743408203125,6.216406249999999
88,-0.0445709228515625,-0.14040184020996094,7.216406249999999
89,-0.76898193359375,0.26573753356933594,0.6382812499999986
90,-0.7693347930908203,0.2670555114746094,1.6382812499999986
91,-0.5994682312011719,0.19606781005859375,2.6382812499999986
92,-0.350799560546875,0.08120918273925781,3.6382812499999986
93,-0.2113323211669922,0.010049819946289062,4.638281249999999
94,-0.13011741638183594,-0.03281593322753906,5.638281249999999
95,-0.09006118774414062,-0.05904388427734375,6.638281249999999
96,-0.08237457275390625,-0.07457733154296875,7.638281249999999
97,-0.0893707275390625,-0.27990150451660156,1.8765625000000004
98,-0.09273338317871094,-0.28531837463378906,2.8765625000000004
99,-0.058483123779296875,-0.26364707946777344,3.8765625000000004
100,-0.03542900085449219,-0.2527198791503906,4.8765625
101,-0.01557159423828125,-0.2426776885986328,5.8765625
102,0.0064296722412109375,-0.22804832458496094,6.8765625
103,-0.12263107299804688,-0.4177284240722656,3.1328125
104,-0.12349510192871094,-0.4209156036376953,4.1328125
105,-0.10023689270019531,-0.34926605224609375,5.1328125
106,-0.0893402099609375,-0.31237030029296875,6.1328125
107,-0.07074546813964844,-0.29506492614746094,7.1328125
108,-0.10951995849609375,-0.3971138000488281,4.053906250000001
109,-0.09739303588867188,-0.3617744445800781,5.053906250000001
110,-0.07903289794921875,-0.30804443359375,6.053906250000001
111,-0.0693817138671875,-0.2875099182128906,7.053906250000001
112,-0.3959808349609375,-0.2298564910888672,0.41796875
113,-0.28873443603515625,-0.1702423095703125,1.41796875
114,-0.2630615234375,-0.2462329864501953,2.41796875
115,-0.22350502014160156,-0.2523937225341797,3.41796875
116,-0.19187164306640625,-0.2246856689453125,4.41796875
117,-0.1652851104736328,-0.20496177673339844,5.41796875
118,-0.13927459716796875,-0.19921875,6.41796875
119,-0.1177978515625,-0.19711685180664062,7.41796875
120,-1.3478355407714844,0.19144821166992188,3.6382812499999986
121,-0.6323661804199219,0.06647109985351562,4.638281249999999
122,-0.3966827392578125,0.009540557861328125,5.638281249999999
123,-0.28940773010253906,-0.0219268798828125,6.638281249999999
124,-0.24633216857910156,-0.041919708251953125,7.638281249999999
125,-0.6820621490478516,0.6903247833251953,0.4507812499999986
126,-0.6489639282226562,0.6576995849609375,1.4507812499999986
127,-0.4595832824707031,0.5052528381347656,2.4507812499999986
128,-0.1988048553466797,0.2807292938232422,3.4507812499999986
129,-0.07244682312011719,0.1695423126220703,4.450781249999999
130,-0.003498077392578125,0.10871696472167969,5.450781249999999
131,0.02736663818359375,0.07229232788085938,6.450781249999999
132,0.029964447021484375,0.05028343200683594,7.450781249999999
133,-0.12550926208496094,0.4906291961669922,0.3492187499999986
134,-0.10876083374023438,0.45063018798828125,1.3492187499999986
135,-0.057750701904296875,0.3606452941894531,2.3492187499999986
136,-0.0016021728515625,0.267547607421875,3.3492187499999986
137,0.03494071960449219,0.20699310302734375,4.349218749999999
138,0.060222625732421875,0.16501617431640625,5.349218749999999
139,0.06857490539550781,0.13968276977539062,6.349218749999999
140,0.06382179260253906,0.1253223419189453,7.349218749999999
141,-0.7739982604980469,0.1775665283203125,0.16171874999999858
142,-0.7716121673583984,0.18158340454101562,1.1617187499999986
143,-0.6870632171630859,0.15119171142578125,2.1617187499999986
144,-0.493316650390625,0.08004188537597656,3.1617187499999986
145,-0.3113689422607422,0.0062770843505859375,4.161718749999999
146,-0.2013416290283203,-0.04250144958496094,5.161718749999999
147,-0.1360626220703125,-0.07318496704101562,6.161718749999999
148,-0.10743141174316406,-0.09175300598144531,7.161718749999999
149,-0.19799041748046875,-0.42267799377441406,3.49609375
150,-0.18029022216796875,-0.4066944122314453,4.49609375
151,-0.14569091796875,-0.3285064697265625,5.49609375
152,-0.13514328002929688,-0.30304718017578125,6.49609375
153,-0.10277748107910156,-0.3043251037597656,7.49609375
154,-0.7360610961914062,0.35598182678222656,-0.13125000000000142
155,-0.7264404296875,0.3581428527832031,0.8687499999999986
156,-0.6546821594238281,0.3207569122314453,1.8687499999999986
157,-0.46135711669921875,0.2236175537109375,2.8687499999999986
158,-0.2577476501464844,0.11139678955078125,3.8687499999999986
159,-0.14280319213867188,0.043903350830078125,4.868749999999999
160,-0.07530021667480469,0.0029430389404296875,5.868749999999999
161,-0.04559898376464844,-0.022073745727539062,6.868749999999999
162,-0.2604198455810547,-0.22272872924804688,0.5789062499999993
163,-0.2358074188232422,-0.22962379455566406,1.5789062499999993
164,-0.1855144500732422,-0.22458457946777344,2.5789062499999993
165,-0.1829242706298828,-0.23027610778808594,3.5789062499999993
166,-0.14930152893066406,-0.1926860809326172,4.578906249999999
167,-0.1287822723388672,-0.16253280639648438,5.578906249999999
168,-0.10624885559082031,-0.13973617553710938,6.578906249999999
169,-0.0889892578125,-0.12116241455078125,7.578906249999999
170,-0.496856689453125,0.4064979553222656,0.15390624999999858
171,-0.4939594268798828,0.409332275390625,1.1539062499999986
172,-0.3909568786621094,0.32659149169921875,2.1539062499999986
173,-0.22862625122070312,0.19804000854492188,3.1539062499999986
174,-0.1214141845703125,0.10859870910644531,4.153906249999999
175,-0.05831718444824219,0.05677986145019531,5.153906249999999
176,-0.02437591552734375,0.024404525756835938,6.153906249999999
177,-0.016002655029296875,0.00485992431640625,7.153906249999999
178,-0.6093769073486328,1.2129383087158203,4.442968749999999
179,-0.23638153076171875,0.49248313903808594,5.442968749999999
180,-0.1406993865966797,0.3265552520751953,6.442968749999999
181,-0.11219596862792969,0.24158096313476562,7.442968749999999
182,-0.44864845275878906,0.31353759765625,0.16953124999999858
183,-0.4437427520751953,0.30878639221191406,1.1695312499999986
184,-0.36838722229003906,0.21336936950683594,2.1695312499999986
185,-0.24411392211914062,0.06827163696289062,3.1695312499999986
186,-0.16789627075195312,-0.0196685791015625,4.169531249999999
187,-0.12132453918457031,-0.07258796691894531,5.169531249999999
188,-0.09908866882324219,-0.10391426086425781,6.169531249999999
189,-0.09601974487304688,-0.12356948852539062,7.169531249999999
190,-0.21628189086914062,-0.44332122802734375,3.2828125000000004
191,-0.2201404571533203,-0.4421539306640625,4.2828125
192,-0.1722564697265625,-0.3414497375488281,5.2828125
193,-0.15794944763183594,-0.3087139129638672,6.2828125
194,-0.12819480895996094,-0.3005867004394531,7.2828125
195,-0.451141357421875,0.43723487854003906,-0.12343750000000142
196,-0.4584693908691406,0.44501304626464844,0.8765624999999986
197,-0.37689971923828125,0.3287849426269531,1.8765624999999986
198,-0.2483673095703125,0.15667152404785156,2.8765624999999986
199,-0.15918922424316406,0.04061126708984375,3.8765624999999986
200,-0.10553359985351562,-0.02776336669921875,4.876562499999999
201,-0.07629013061523438,-0.06924629211425781,5.876562499999999
202,-0.06826972961425781,-0.09448051452636719,6.876562499999999
203,-0.7822971343994141,0.014699935913085938,0.6109374999999986
204,-0.7863864898681641,0.017400741577148438,1.6109374999999986
205,-0.674774169921875,-0.022216796875,2.6109374999999986
206,-0.4805946350097656,-0.09311103820800781,3.6109374999999986
207,-0.3439979553222656,-0.14812660217285156,4.610937499999999
208,-0.25841522216796875,-0.18507003784179688,5.610937499999999
209,-0.2119731903076172,-0.20772171020507812,6.610937499999999
210,-0.19809532165527344,-0.2203693389892578,7.610937499999999
211,-0.11045455932617188,-0.4197826385498047,3.1281250000000007
212,-0.11019325256347656,-0.4186592102050781,4.128125000000001
213,-0.10071372985839844,-0.33646392822265625,5.128125000000001
214,-0.09693145751953125,-0.29984283447265625,6.128125000000001
215,-0.0778961181640625,-0.26639556884765625,7.128125000000001
216,-0.016569137573242188,0.870819091796875,4.497656249999999
217,0.09731674194335938,0.2950115203857422,5.497656249999999
218,0.12370872497558594,0.08028984069824219,6.497656249999999
219,0.10548782348632812,-0.03153038024902344,7.497656249999999
220,-0.5047607421875,0.135772705078125,-0.13515625000000142
221,-0.5147666931152344,0.15076446533203125,0.8648437499999986
222,-0.48546791076660156,0.1368732452392578,1.8648437499999986
223,-0.3848457336425781,0.09026527404785156,2.8648437499999986
224,-0.2516937255859375,0.025415420532226562,3.8648437499999986
225,-0.16549110412597656,-0.019105911254882812,4.864843749999999
226,-0.11003684997558594,-0.0480804443359375,5.864843749999999
227,-0.08460807800292969,-0.06580924987792969,6.864843749999999
228,-0.9951553344726562,1.5267295837402344,0.5874999999999986
229,-0.7445240020751953,1.1171627044677734,1.5874999999999986
230,-0.40341758728027344,0.6086692810058594,2.5874999999999986
231,-0.17386245727539062,0.2939281463623047,3.5874999999999986
232,-0.060604095458984375,0.15152931213378906,4.587499999999999
233,0.000255584716796875,0.07487297058105469,5.587499999999999
234,0.025621414184570312,0.028125762939453125,6.587499999999999
235,0.0221710205078125,-0.0011425018310546875,7.587499999999999
236,-0.5038356781005859,0.36490631103515625,0.3921874999999986
237,-0.485504150390625,0.3367729187011719,1.3921874999999986
238,-0.3849449157714844,0.21855735778808594,2.3921874999999986
239,-0.24585533142089844,0.063934326171875,3.3921874999999986
240,-0.16412734985351562,-0.028591156005859375,4.392187499999999
241,-0.11676216125488281,-0.0814361572265625,5.392187499999999
242,-0.09607505798339844,-0.11273002624511719,6.392187499999999
243,-0.09621429443359375,-0.13201141357421875,7.392187499999999
244,-0.17481422424316406,-0.42280006408691406,4.612500000000001
245,-0.1651153564453125,-0.43117713928222656,5.612500000000001
246,-0.12922096252441406,-0.34278297424316406,6.612500000000001
247,-0.1177520751953125,-0.31134033203125,7.612500000000001
248,-0.17749595642089844,-0.2018890380859375,0.05937500000000018
249,-0.2097759246826172,-0.27591514587402344,1.0593750000000002
250,-0.18804931640625,-0.2915687561035156,2.059375
251,-0.165557861328125,-0.25213623046875,3.059375
252,-0.1440868377685547,-0.22546005249023438,4.059375
253,-0.11783409118652344,-0.20900726318359375,5.059375
254,-0.09529876708984375,-0.20218467712402344,6.059375
255,-0.07841110229492188,-0.19350433349609375,7.059375
256,-0.2707710266113281,0.4874420166015625,0.02499999999999858
257,-0.26610565185546875,0.47565269470214844,1.0249999999999986
258,-0.21091079711914062,0.3800773620605469,2.0249999999999986
259,-0.1101531982421875,0.23037338256835938,3.0249999999999986
260,-0.04822540283203125,0.13959121704101562,4.024999999999999
261,-0.010732650756835938,0.08556938171386719,5.024999999999999
262,0.008375167846679688,0.052143096923828125,6.024999999999999
263,0.01009368896484375,0.031856536865234375,7.024999999999999
264,-0.16068649291992188,0.08553886413574219,-0.17812500000000142
265,-0.1634063720703125,0.0898590087890625,0.8218749999999986
266,-0.1655406951904297,0.0581512451171875,1.8218749999999986
267,-0.14578819274902344,-0.0076694488525390625,2.8218749999999986
268,-0.1313304901123047,-0.05854034423828125,3.8218749999999986
269,-0.12114143371582031,-0.0933837890625,4.821874999999999
270,-0.11702346801757812,-0.115936279296875,5.821874999999999
271,-0.12209701538085938,-0.12836837768554688,6.821874999999999
272,-0.11827278137207031,-0.2663097381591797,2.1304687500000004
273,-0.09940338134765625,-0.26442718505859375,3.1304687500000004
274,-0.04756927490234375,-0.2503643035888672,4.13046875
275,-0.03263092041015625,-0.23994064331054688,5.13046875
276,-0.009469985961914062,-0.22921371459960938,6.13046875
277,0.015207290649414062,-0.2107677459716797,7.13046875
278,-0.15340805053710938,-0.4612579345703125,3.4835937500000007
279,-0.14688682556152344,-0.4324665069580078,4.483593750000001
280,-0.12950897216796875,-0.34658241271972656,5.483593750000001
281,-0.12413597106933594,-0.3185157775878906,6.483593750000001
282,-0.09655570983886719,-0.29010009765625,7.483593750000001
283,-0.21123504638671875,-0.4723834991455078,3.3062500000000004
284,-0.19623374938964844,-0.4701347351074219,4.30625
285,-0.16806983947753906,-0.3930511474609375,5.30625
286,-0.14796829223632812,-0.3380317687988281,6.30625
287,-0.13107681274414062,-0.3218231201171875,7.30625
288,-0.2339916229248047,-0.4475669860839844,3.5101562499999996
289,-0.23810768127441406,-0.44168663024902344,4.51015625
290,-0.1825714111328125,-0.3401508331298828,5.51015625
291,-0.17122840881347656,-0.3063640594482422,6.51015625
292,-0.1388835906982422,-0.30150794982910156,7.51015625
293,-0.9924850463867188,1.2680740356445312,-0.15078125000000142
294,-0.9672431945800781,1.2504844665527344,0.8492187499999986
295,-0.6986923217773438,0.7834415435791016,1.8492187499999986
296,-0.39049720764160156,0.31169700622558594,2.8492187499999986
297,-0.2233562469482422,0.07850456237792969,3.8492187499999986
298,-0.13602638244628906,-0.037471771240234375,4.849218749999999
299,-0.09138679504394531,-0.10211181640625,5.849218749999999
300,-0.07627487182617188,-0.1421375274658203,6.849218749999999
301,0.0043792724609375,-0.1379261016845703,2.0210937500000004
302,0.009691238403320312,-0.1391582489013672,3.0210937500000004
303,0.04228782653808594,-0.12775802612304688,4.02109375
304,0.06458091735839844,-0.11969566345214844,5.02109375
305,0.08105659484863281,-0.093475341796875,6.02109375
306,0.09708404541015625,-0.04205322265625,7.02109375
307,-0.0038623809814453125,0.5977802276611328,0.54296875
308,-0.002346038818359375,0.5994377136230469,1.54296875
309,-0.00238800048828125,0.5948295593261719,2.54296875
310,-0.0024127960205078125,0.5920848846435547,3.54296875
311,-0.001495361328125,0.5935630798339844,4.54296875
312,-0.003116607666015625,0.59869384765625,5.54296875
313,-0.002338409423828125,0.6021060943603516,6.54296875
314,0.0089569091796875,0.5904617309570312,7.54296875
315,-0.09560775756835938,-0.37757110595703125,2.6921874999999993
316,-0.09650802612304688,-0.3766212463378906,3.6921874999999993
317,-0.07334136962890625,-0.3025226593017578,4.692187499999999
318,-0.06638526916503906,-0.27811241149902344,5.692187499999999
319,-0.04347991943359375,-0.2503681182861328,6.692187499999999
320,-0.026607513427734375,-0.2259197235107422,7.692187499999999
321,-0.2926445007324219,0.3407878875732422,0.07187499999999858
322,-0.29230308532714844,0.34386253356933594,1.0718749999999986
323,-0.24799156188964844,0.25652122497558594,2.0718749999999986
324,-0.16080474853515625,0.11168670654296875,3.0718749999999986
325,-0.10798263549804688,0.024898529052734375,4.071874999999999
326,-0.07576370239257812,-0.02649688720703125,5.071874999999999
327,-0.060028076171875,-0.058399200439453125,6.071874999999999
328,-0.060039520263671875,-0.07728004455566406,7.071874999999999
329,-0.13762283325195312,-0.15373992919921875,3.6929687500000004
330,-0.1319255828857422,-0.24454879760742188,4.69296875
331,-0.11320686340332031,-0.2555866241455078,5.69296875
332,-0.08441734313964844,-0.23410415649414062,6.69296875
333,-0.06599617004394531,-0.21855545043945312,7.69296875
334,0.14015769958496094,0.7561817169189453,-0.23828125
335,0.1328907012939453,0.7569313049316406,0.76171875
336,0.13831329345703125,0.7534427642822266,1.76171875
337,0.13423538208007812,0.7499599456787109,2.76171875
338,0.1384296417236328,0.7495231628417969,3.76171875
339,0.13771629333496094,0.7508983612060547,4.76171875
340,0.13463401794433594,0.7591152191162109,5.76171875
341,0.13764381408691406,0.7526302337646484,6.76171875
342,-0.23888778686523438,-0.4275169372558594,3.6312499999999996
343,-0.2187938690185547,-0.4071044921875,4.63125
344,-0.17930030822753906,-0.3233928680419922,5.63125
345,-0.1668548583984375,-0.29499053955078125,6.63125
346,-0.13254547119140625,-0.286163330078125,7.63125
347,-0.1739826202392578,0.11696243286132812,0.5757812499999986
348,-0.17010879516601562,0.09305763244628906,1.5757812499999986
349,-0.14946746826171875,0.04226875305175781,2.5757812499999986
350,-0.12394142150878906,-0.010684967041015625,3.5757812499999986
351,-0.10809898376464844,-0.04780769348144531,4.575781249999999
352,-0.09788322448730469,-0.07254600524902344,5.575781249999999
353,-0.09676742553710938,-0.08756256103515625,6.575781249999999
354,-0.10773277282714844,-0.094268798828125,7.575781249999999
355,0.3513011932373047,1.8668975830078125,5.743749999999999
356,0.31842041015625,0.6686325073242188,6.743749999999999
357,0.25516319274902344,0.3706836700439453,7.743749999999999
358,-0.5295124053955078,0.0171356201171875,0.5796874999999986
359,-0.5331916809082031,0.018594741821289062,1.5796874999999986
360,-0.4691619873046875,-0.009992599487304688,2.5796874999999986
361,-0.3436317443847656,-0.06399726867675781,3.5796874999999986
362,-0.2529773712158203,-0.10658073425292969,4.579687499999999
363,-0.19284820556640625,-0.13579177856445312,5.579687499999999
364,-0.1609630584716797,-0.1533946990966797,6.579687499999999
365,-0.15421295166015625,-0.16272354125976562,7.579687499999999
366,-0.8655796051025391,0.11887550354003906,0.04843749999999858
367,-0.8849601745605469,0.13036155700683594,1.0484374999999986
368,-0.8535633087158203,0.1216888427734375,2.0484374999999986
369,-0.6801776885986328,0.07465934753417969,3.0484374999999986
370,-0.43492889404296875,0.00222015380859375,4.048437499999999
371,-0.2797107696533203,-0.05084800720214844,5.048437499999999
372,-0.18428421020507812,-0.08577728271484375,6.048437499999999
373,-0.13762283325195312,-0.10614776611328125,7.048437499999999
374,-0.6880130767822266,0.13883399963378906,-0.14296875000000142
375,-0.6891250610351562,0.15221595764160156,0.8570312499999986
376,-0.6338634490966797,0.11813163757324219,1.8570312499999986
377,-0.4896965026855469,0.031848907470703125,2.8570312499999986
378,-0.3329048156738281,-0.06554794311523438,3.8570312499999986
379,-0.23956298828125,-0.1259765625,4.857031249999999
380,-0.1831531524658203,-0.16392135620117188,5.857031249999999
381,-0.15810012817382812,-0.18716049194335938,6.857031249999999
382,-0.17725372314453125,-0.4579601287841797,2.6609374999999993
383,-0.17827224731445312,-0.4540748596191406,3.6609374999999993
384,-0.14678573608398438,-0.34881591796875,4.660937499999999
385,-0.13779640197753906,-0.3170623779296875,5.660937499999999
386,-0.11111068725585938,-0.2950553894042969,6.660937499999999
387,-0.09104156494140625,-0.28203392028808594,7.660937499999999
388,-1.1711769104003906,1.9519176483154297,1.8921874999999986
389,-0.4871044158935547,0.5980434417724609,2.8921874999999986
390,-0.2213764190673828,0.21363449096679688,3.8921874999999986
391,-0.10261154174804688,0.0537261962890625,4.892187499999999
392,-0.045169830322265625,-0.030181884765625,5.892187499999999
393,-0.026617050170898438,-0.07984733581542969,6.892187499999999
394,-0.40142059326171875,1.244577407836914,3.0757812499999986
395,-0.10463142395019531,0.42400360107421875,4.075781249999999
396,0.010066986083984375,0.18245887756347656,5.075781249999999
397,0.05583381652832031,0.06651878356933594,6.075781249999999
398,0.06310272216796875,-0.0006103515625,7.075781249999999
399,-0.17177391052246094,-0.4798603057861328,3.125
400,-0.1847057342529297,-0.47376251220703125,4.125
401,-0.1485767364501953,-0.37830352783203125,5.125
402,-0.13620376586914062,-0.33450889587402344,6.125
403,-0.11251640319824219,-0.32683563232421875,7.125
404,-0.19375038146972656,-0.4446430206298828,3.9281249999999996
405,-0.17583847045898438,-0.3900775909423828,4.928125
406,-0.15473556518554688,-0.32730674743652344,5.928125
407,-0.14132308959960938,-0.3003253936767578,6.928125
408,-0.6975269317626953,1.8249435424804688,1.8687499999999986
409,-0.3052330017089844,0.5378894805908203,2.8687499999999986
410,-0.13883590698242188,0.19485092163085938,3.8687499999999986
411,-0.058269500732421875,0.04461669921875,4.868749999999999
412,-0.019115447998046875,-0.0366668701171875,5.868749999999999
413,-0.008394241333007812,-0.08559608459472656,6.868749999999999
414,-0.228729248046875,-0.4446849822998047,4.478125
415,-0.21453475952148438,-0.4124565124511719,5.478125
416,-0.1785888671875,-0.33173370361328125,6.478125
417,-0.16397666931152344,-0.3051013946533203,7.478125
418,-0.2987785339355469,0.5479412078857422,0.005468749999998579
419,-0.2952117919921875,0.5457057952880859,1.0054687499999986
420,-0.22345352172851562,0.43060874938964844,2.0054687499999986
421,-0.11431694030761719,0.26215553283691406,3.0054687499999986
422,-0.04538917541503906,0.16046524047851562,4.005468749999999
423,-0.0031986236572265625,0.10094451904296875,5.005468749999999
424,0.0182037353515625,0.06376457214355469,6.005468749999999
425,0.021213531494140625,0.041961669921875,7.005468749999999
426,-1.266977310180664,1.6395530700683594,2.7515624999999986
427,-0.39931678771972656,0.4298095703125,3.7515624999999986
428,-0.16289901733398438,0.153839111328125,4.751562499999999
429,-0.05977821350097656,0.03320884704589844,5.751562499999999
430,-0.023162841796875,-0.03318595886230469,6.751562499999999
431,0.28285980224609375,1.137054443359375,4.989843749999999
432,0.3148994445800781,0.49379539489746094,5.989843749999999
433,0.2972240447998047,0.2655677795410156,6.989843749999999
434,-0.2013702392578125,-0.46408843994140625,3.6203125000000007
435,-0.1827850341796875,-0.40990447998046875,4.620312500000001
436,-0.16241073608398438,-0.3408470153808594,5.620312500000001
437,-0.14893150329589844,-0.3123321533203125,6.620312500000001
438,-0.12241935729980469,-0.2884082794189453,7.620312500000001
439,-0.7972927093505859,2.067525863647461,0.6929687499999986
440,-0.5361518859863281,1.2415485382080078,1.6929687499999986
441,-0.23638916015625,0.6113796234130859,2.6929687499999986
442,-0.07414627075195312,0.32752227783203125,3.6929687499999986
443,0.009950637817382812,0.19132614135742188,4.692968749999999
444,0.05405616760253906,0.11749076843261719,5.692968749999999
445,0.07001495361328125,0.07175445556640625,6.692968749999999
446,0.06561660766601562,0.043182373046875,7.692968749999999
447,-0.1317310333251953,-0.20050621032714844,1.7398437500000004
448,-0.12460899353027344,-0.26300811767578125,2.7398437500000004
449,-0.09708595275878906,-0.2675933837890625,3.7398437500000004
450,-0.08023643493652344,-0.24505233764648438,4.73984375
451,-0.06577682495117188,-0.2167682647705078,5.73984375
452,-0.045993804931640625,-0.1903209686279297,6.73984375
453,-0.03020477294921875,-0.16485023498535156,7.73984375
454,-0.10774803161621094,-0.3554573059082031,3.7953124999999996
455,-0.09858322143554688,-0.3327808380126953,4.7953125
456,-0.074005126953125,-0.2803363800048828,5.7953125
457,-0.06415367126464844,-0.2600440979003906,6.7953125
458,-0.19797897338867188,0.16578102111816406,-0.10781250000000142
459,-0.20616722106933594,0.1695880889892578,0.8921874999999986
460,-0.19283294677734375,0.14243316650390625,1.8921874999999986
461,-0.1469860076904297,0.08143806457519531,2.8921874999999986
462,-0.10897254943847656,0.030435562133789062,3.8921874999999986
463,-0.083526611328125,-0.00376129150390625,4.892187499999999
464,-0.06906700134277344,-0.025897979736328125,5.892187499999999
465,-0.06750869750976562,-0.0386810302734375,6.892187499999999
466,-0.8292293548583984,0.14761924743652344,0.6773437499999986
467,-0.8328895568847656,0.14934158325195312,1.6773437499999986
468,-0.6837081909179688,0.10395431518554688,2.6773437499999986
469,-0.4428844451904297,0.024480819702148438,3.6773437499999986
470,-0.2848701477050781,-0.03491020202636719,4.677343749999999
471,-0.1888446807861328,-0.07338142395019531,5.677343749999999
472,-0.13784027099609375,-0.09702491760253906,6.677343749999999
473,-0.12289047241210938,-0.1098480224609375,7.677343749999999
474,-0.18005943298339844,-0.14403724670410156,1.2132812499999996
475,-0.1936206817626953,-0.346038818359375,2.2132812499999996
476,-0.1741161346435547,-0.32861328125,3.2132812499999996
477,-0.1457080841064453,-0.2794532775878906,4.21328125
